Decade,Century,Tried,Deaths,City_old,City,Region,Country,Longitude,Latitude,Part of Europe
1640,1600,1,0,Bad Reichenhall,Mittelfranken,Bayern,Germany,12.8816,47.7303,Western Europe
1640,1600,2,0,Riedenburg,Mittelfranken,Bayern,Germany,11.6918,48.9637,Western Europe
1640,1600,1,0,Traunstein,Mittelfranken,Bayern,Germany,12.6384,47.8678,Western Europe
1650,1600,3,0,Straubing,Mittelfranken,Bayern,Germany,12.5802,48.8777,Western Europe
1650,1600,1,0,Bad Aibling,Mittelfranken,Bayern,Germany,12.0093,47.864,Western Europe
1650,1600,1,0,Bernbeuren,Mittelfranken,Bayern,Germany,10.7764,47.7387,Western Europe
1650,1600,1,0,Dachau,Mittelfranken,Bayern,Germany,11.4339,48.263,Western Europe
1650,1600,1,0,Markt Schwaben,Mittelfranken,Bayern,Germany,11.863,48.1909,Western Europe
1650,1600,1,0,Traunstein,Mittelfranken,Bayern,Germany,12.6384,47.8678,Western Europe
1650,1600,1,1,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Western Europe
1650,1600,1,0,Munich,Mittelfranken,Bayern,Germany,11.582,48.1351,Western Europe
1650,1600,7,0,Barnstein,Schwaben,Bayern,Germany,10.5355,47.7059,Western Europe
1650,1600,1,0,Memmingen,Mittelfranken,Bayern,Germany,10.1802,47.9838,Western Europe
1650,1600,1,0,Neuotting,Mittelfranken,Bayern,Germany,12.6896,48.2413,Western Europe
1650,1600,1,0,Bernbeuren,Mittelfranken,Bayern,Germany,10.7764,47.7387,Western Europe
1650,1600,1,0,Neumarkt in der Oberpfalz,Mittelfranken,Bayern,Germany,11.4672,49.2773,Western Europe
1650,1600,5,0,Landshut,Mittelfranken,Bayern,Germany,12.1469,48.5442,Western Europe
1650,1600,2,0,Reichenberg,Mittelfranken,Bayern,Germany,9.90714,49.7333,Western Europe
1650,1600,1,0,Landshut,Mittelfranken,Bayern,Germany,12.1469,48.5442,Western Europe
1650,1600,3,2,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Western Europe
1650,1600,2,0,Dingolfing,Mittelfranken,Bayern,Germany,12.4852,48.6435,Western Europe
1650,1600,5,1,Roding,Mittelfranken,Bayern,Germany,12.5223,49.1941,Western Europe
1650,1600,5,1,Memmingen,Mittelfranken,Bayern,Germany,10.1802,47.9838,Western Europe
1650,1600,1,0,Kelheim,Mittelfranken,Bayern,Germany,11.8866,48.9184,Western Europe
1650,1600,42,15,Wasserburg am Bodensee,Mittelfranken,Bayern,Germany,9.6351,47.5786,Western Europe
1650,1600,1,0,Barnstein,Schwaben,Bayern,Germany,10.5355,47.7059,Western Europe
1650,1600,3,3,Wasserburg am Bodensee,Mittelfranken,Bayern,Germany,9.6351,47.5786,Western Europe
1650,1600,3,0,Hengersberg,Mittelfranken,Bayern,Germany,13.0554,48.7703,Western Europe
1650,1600,1,1,Monheim,Mittelfranken,Bayern,Germany,10.8537,48.8427,Western Europe
1650,1600,3,3,Wasserburg am Bodensee,Mittelfranken,Bayern,Germany,9.6351,47.5786,Western Europe
1650,1600,2,0,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Western Europe
1650,1600,1,1,Thannhausen,Mittelfranken,Bayern,Germany,10.4675,48.2814,Western Europe
1650,1600,1,0,Starnberg,Mittelfranken,Bayern,Germany,11.339,48.0,Western Europe
1650,1600,2,0,Riedenburg,Mittelfranken,Bayern,Germany,11.6918,48.9637,Western Europe
1650,1600,2,0,Kranzberg,Mittelfranken,Bayern,Germany,11.6194,48.4063,Western Europe
1650,1600,1,0,Bad Aibling,Mittelfranken,Bayern,Germany,12.0093,47.864,Western Europe
1650,1600,2,0,Traunstein,Mittelfranken,Bayern,Germany,12.6384,47.8678,Western Europe
1650,1600,1,0,Thannhausen,Mittelfranken,Bayern,Germany,10.4675,48.2814,Western Europe
1650,1600,1,0,Burghausen,Mittelfranken,Bayern,Germany,12.8311,48.1726,Western Europe
1650,1600,1,0,Thannhausen,Mittelfranken,Bayern,Germany,10.4675,48.2814,Western Europe
1650,1600,1,0,Starnberg,Mittelfranken,Bayern,Germany,11.339,48.0,Western Europe
1650,1600,1,0,Pfarrkirchen,Mittelfranken,Bayern,Germany,12.9396,48.419,Western Europe
1650,1600,2,0,Weilheim,Mittelfranken,Bayern,Germany,11.1421,47.8407,Western Europe
1650,1600,1,0,Marquartstein,Mittelfranken,Bayern,Germany,12.4604,47.7614,Western Europe
1650,1600,2,0,Thannhausen,Mittelfranken,Bayern,Germany,10.4675,48.2814,Western Europe
1650,1600,2,0,Dachau,Mittelfranken,Bayern,Germany,11.4339,48.263,Western Europe
1660,1600,2,2,Wasserburg am Bodensee,Mittelfranken,Bayern,Germany,9.6351,47.5786,Western Europe
1660,1600,1,0,Haldenwang,Mittelfranken,Bayern,Germany,10.3476,47.8005,Western Europe
1660,1600,1,0,Kranzberg,Mittelfranken,Bayern,Germany,11.6194,48.4063,Western Europe
1660,1600,1,0,Rain,Mittelfranken,Bayern,Germany,10.9209,48.6902,Western Europe
1660,1600,1,0,Rosenheim,Mittelfranken,Bayern,Germany,12.1181,47.8571,Western Europe
1660,1600,1,0,Wolfratshausen,Mittelfranken,Bayern,Germany,11.4274,47.9102,Western Europe
1660,1600,1,0,Straubing,Mittelfranken,Bayern,Germany,12.5802,48.8777,Western Europe
1660,1600,1,0,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Western Europe
1660,1600,6,0,Reichertshofen,Mittelfranken,Bayern,Germany,11.4678,48.657,Western Europe
1660,1600,1,0,Kelheim,Mittelfranken,Bayern,Germany,11.8866,48.9184,Western Europe
1660,1600,1,0,Straubing,Mittelfranken,Bayern,Germany,12.5802,48.8777,Western Europe
1660,1600,4,1,Memmingen,Mittelfranken,Bayern,Germany,10.1802,47.9838,Western Europe
1660,1600,1,1,Wasserburg am Bodensee,Mittelfranken,Bayern,Germany,9.6351,47.5786,Western Europe
1660,1600,1,0,Regensburg,Mittelfranken,Bayern,Germany,12.1016,49.0134,Western Europe
1660,1600,1,0,Kempten,Mittelfranken,Bayern,Germany,10.3158,47.7286,Western Europe
1660,1600,2,0,Lauingen,Mittelfranken,Bayern,Germany,10.43,48.5703,Western Europe
1660,1600,2,2,Lauingen,Mittelfranken,Bayern,Germany,10.43,48.5703,Western Europe
1660,1600,1,1,Memmingen,Mittelfranken,Bayern,Germany,10.1802,47.9838,Western Europe
1660,1600,1,0,Ingolstadt,Mittelfranken,Bayern,Germany,11.4258,48.7665,Western Europe
1660,1600,1,0,Hemau,Mittelfranken,Bayern,Germany,11.7833,49.0534,Western Europe
1660,1600,1,0,Amberg,Mittelfranken,Bayern,Germany,11.8633,49.4403,Western Europe
1660,1600,2,0,Kranzberg,Mittelfranken,Bayern,Germany,11.6194,48.4063,Western Europe
1660,1600,2,2,Lengdorf,Mittelfranken,Bayern,Germany,12.0473,48.2578,Western Europe
1660,1600,1,0,Landsberg am Lech,Mittelfranken,Bayern,Germany,10.8704,48.0508,Western Europe
1660,1600,2,0,Mainburg,Mittelfranken,Bayern,Germany,11.7817,48.6431,Western Europe
1660,1600,2,0,Marquartstein,Mittelfranken,Bayern,Germany,12.4604,47.7614,Western Europe
1660,1600,1,0,Mindelheim,Mittelfranken,Bayern,Germany,10.4949,48.0462,Western Europe
1660,1600,4,0,Munich,Mittelfranken,Bayern,Germany,11.582,48.1351,Western Europe
1660,1600,4,0,Neumarkt-Sankt Veit,Mittelfranken,Bayern,Germany,12.5061,48.3599,Western Europe
1660,1600,1,0,Pfaffenhofen,Mittelfranken,Bayern,Germany,11.4977,48.5325,Western Europe
1660,1600,1,0,Starnberg,Mittelfranken,Bayern,Germany,11.339,48.0,Western Europe
1660,1600,1,0,Weilheim,Mittelfranken,Bayern,Germany,11.1421,47.8407,Western Europe
1660,1600,1,0,Wolfratshausen,Mittelfranken,Bayern,Germany,11.4274,47.9102,Western Europe
1660,1600,1,0,Memmingen,Mittelfranken,Bayern,Germany,10.1802,47.9838,Western Europe
1660,1600,1,1,Munich,Mittelfranken,Bayern,Germany,11.582,48.1351,Western Europe
1660,1600,1,0,Erding,Mittelfranken,Bayern,Germany,11.9189,48.3115,Western Europe
1660,1600,1,1,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Western Europe
1660,1600,1,0,Altotting,Mittelfranken,Bayern,Germany,12.6768,48.2246,Western Europe
1660,1600,1,0,Ingolstadt,Mittelfranken,Bayern,Germany,11.4258,48.7665,Western Europe
1660,1600,1,0,Barnstein,Schwaben,Bayern,Germany,10.5355,47.7059,Western Europe
1660,1600,1,0,Dachau,Mittelfranken,Bayern,Germany,11.4339,48.263,Western Europe
1660,1600,1,0,Zoschingen,Mittelfranken,Bayern,Germany,10.3255,48.6736,Western Europe
1660,1600,1,0,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Western Europe
1660,1600,4,3,Memmingen,Mittelfranken,Bayern,Germany,10.1802,47.9838,Western Europe
1660,1600,3,0,Amberg,Mittelfranken,Bayern,Germany,11.8633,49.4403,Western Europe
1660,1600,2,1,Amberg,Mittelfranken,Bayern,Germany,11.8633,49.4403,Western Europe
1660,1600,1,1,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Western Europe
1660,1600,1,0,Dingolfing,Mittelfranken,Bayern,Germany,12.4852,48.6435,Western Europe
1660,1600,1,0,Munich,Mittelfranken,Bayern,Germany,11.582,48.1351,Western Europe
1660,1600,1,1,Illerbeuren,Schwaben,Bayern,Germany,10.1267,47.9016,Western Europe
1660,1600,2,0,Traunstein,Mittelfranken,Bayern,Germany,12.6384,47.8678,Western Europe
1660,1600,1,0,Gerolfing,Oberbayern,Bayern,Germany,11.3488,48.7558,Western Europe
1660,1600,1,0,Thannhausen,Mittelfranken,Bayern,Germany,10.4675,48.2814,Western Europe
1660,1600,1,0,Rosenheim,Mittelfranken,Bayern,Germany,12.1181,47.8571,Western Europe
1660,1600,2,0,Starnberg,Mittelfranken,Bayern,Germany,11.339,48.0,Western Europe
1660,1600,5,0,Thannhausen,Mittelfranken,Bayern,Germany,10.4675,48.2814,Western Europe
1660,1600,2,0,Wolfratshausen,Mittelfranken,Bayern,Germany,11.4274,47.9102,Western Europe
1660,1600,2,0,Starnberg,Mittelfranken,Bayern,Germany,11.339,48.0,Western Europe
1660,1600,1,0,Weilheim,Mittelfranken,Bayern,Germany,11.1421,47.8407,Western Europe
1660,1600,1,0,Thannhausen,Mittelfranken,Bayern,Germany,10.4675,48.2814,Western Europe
1660,1600,2,0,Traunstein,Mittelfranken,Bayern,Germany,12.6384,47.8678,Western Europe
1660,1600,5,0,Starnberg,Mittelfranken,Bayern,Germany,11.339,48.0,Western Europe
1660,1600,6,0,Wolfratshausen,Mittelfranken,Bayern,Germany,11.4274,47.9102,Western Europe
1660,1600,1,0,Weilheim,Mittelfranken,Bayern,Germany,11.1421,47.8407,Western Europe
1660,1600,1,0,Landshut,Mittelfranken,Bayern,Germany,12.1469,48.5442,Western Europe
1660,1600,2,0,Thannhausen,Mittelfranken,Bayern,Germany,10.4675,48.2814,Western Europe
1660,1600,1,0,Weilheim,Mittelfranken,Bayern,Germany,11.1421,47.8407,Western Europe
1660,1600,1,0,Kronburg,Mittelfranken,Bayern,Germany,10.1562,47.9042,Western Europe
1660,1600,2,0,Munich,Mittelfranken,Bayern,Germany,11.582,48.1351,Western Europe
1670,1600,1,0,Aichach,Mittelfranken,Bayern,Germany,11.136,48.4577,Western Europe
1670,1600,1,0,Dachau,Mittelfranken,Bayern,Germany,11.4339,48.263,Western Europe
1670,1600,3,0,Friedberg,Mittelfranken,Bayern,Germany,10.9865,48.356,Western Europe
1670,1600,2,0,Kelheim,Mittelfranken,Bayern,Germany,11.8866,48.9184,Western Europe
1670,1600,1,0,Erding,Mittelfranken,Bayern,Germany,11.9189,48.3115,Western Europe
1670,1600,1,0,Cham,Mittelfranken,Bayern,Germany,12.6621,49.2239,Western Europe
1670,1600,1,0,Landshut,Mittelfranken,Bayern,Germany,12.1469,48.5442,Western Europe
1670,1600,5,0,Mainburg,Mittelfranken,Bayern,Germany,11.7817,48.6431,Western Europe
1670,1600,7,0,Neustadt an der Donau,Mittelfranken,Bayern,Germany,11.7671,48.803,Western Europe
1670,1600,2,0,Pfaffenhofen,Mittelfranken,Bayern,Germany,11.4977,48.5325,Western Europe
1670,1600,9,0,Pfaffenhofen,Mittelfranken,Bayern,Germany,11.4977,48.5325,Western Europe
1670,1600,1,0,Pfaffenhofen,Mittelfranken,Bayern,Germany,11.4977,48.5325,Western Europe
1670,1600,5,0,Bad Reichenhall,Mittelfranken,Bayern,Germany,12.8816,47.7303,Western Europe
1670,1600,1,0,Schrobenhausen,Mittelfranken,Bayern,Germany,11.2631,48.5626,Western Europe
1670,1600,6,0,Traunstein,Mittelfranken,Bayern,Germany,12.6384,47.8678,Western Europe
1670,1600,11,0,Vohburg,Mittelfranken,Bayern,Germany,11.6227,48.766,Western Europe
1670,1600,1,1,Wasserburg am Inn,Mittelfranken,Bayern,Germany,12.2245,48.0527,Western Europe
1670,1600,3,0,Weilheim,Mittelfranken,Bayern,Germany,11.1421,47.8407,Western Europe
1670,1600,1,1,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Western Europe
1670,1600,1,0,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Western Europe
1670,1600,1,0,Dingolfing,Mittelfranken,Bayern,Germany,12.4852,48.6435,Western Europe
1670,1600,1,0,Freising,Mittelfranken,Bayern,Germany,11.7412,48.4029,Western Europe
1670,1600,1,0,Kempten,Mittelfranken,Bayern,Germany,10.3158,47.7286,Western Europe
1670,1600,1,1,Martinszell,Schwaben,Bayern,Germany,10.2804,47.6257,Western Europe
1670,1600,1,0,Memmingen,Mittelfranken,Bayern,Germany,10.1802,47.9838,Western Europe
1670,1600,1,0,Mitterfels,Mittelfranken,Bayern,Germany,12.6804,48.976,Western Europe
1670,1600,1,0,Abensberg,Mittelfranken,Bayern,Germany,11.8508,48.8177,Western Europe
1670,1600,1,0,Kranzberg,Mittelfranken,Bayern,Germany,11.6194,48.4063,Western Europe
1670,1600,1,0,Landshut,Mittelfranken,Bayern,Germany,12.1469,48.5442,Western Europe
1670,1600,1,0,Mainburg,Mittelfranken,Bayern,Germany,11.7817,48.6431,Western Europe
1670,1600,1,0,Munich,Mittelfranken,Bayern,Germany,11.582,48.1351,Western Europe
1670,1600,5,5,Neustadt an der Donau,Mittelfranken,Bayern,Germany,11.7671,48.803,Western Europe
1670,1600,10,0,Pfaffenhofen,Mittelfranken,Bayern,Germany,11.4977,48.5325,Western Europe
1670,1600,11,0,Pfaffenhofen,Mittelfranken,Bayern,Germany,11.4977,48.5325,Western Europe
1670,1600,3,0,Rain,Mittelfranken,Bayern,Germany,10.9209,48.6902,Western Europe
1670,1600,1,0,Straubing,Mittelfranken,Bayern,Germany,12.5802,48.8777,Western Europe
1670,1600,4,0,Dingolfing,Mittelfranken,Bayern,Germany,12.4852,48.6435,Western Europe
1670,1600,1,0,Traunstein,Mittelfranken,Bayern,Germany,12.6384,47.8678,Western Europe
1670,1600,1,0,Wolfratshausen,Mittelfranken,Bayern,Germany,11.4274,47.9102,Western Europe
1670,1600,6,6,Laufen,Mittelfranken,Bayern,Germany,12.9301,47.9347,Western Europe
1670,1600,3,0,Teisendorf,Mittelfranken,Bayern,Germany,12.8209,47.8493,Western Europe
1670,1600,1,0,Freising,Mittelfranken,Bayern,Germany,11.7412,48.4029,Western Europe
1670,1600,4,0,Trostberg,Mittelfranken,Bayern,Germany,12.5553,48.0252,Western Europe
1670,1600,7,7,Freising,Mittelfranken,Bayern,Germany,11.7412,48.4029,Western Europe
1670,1600,3,1,Regensburg,Mittelfranken,Bayern,Germany,12.1016,49.0134,Western Europe
1670,1600,1,0,Cham,Mittelfranken,Bayern,Germany,12.6621,49.2239,Western Europe
1670,1600,1,0,Traunstein,Mittelfranken,Bayern,Germany,12.6384,47.8678,Western Europe
1670,1600,1,0,Burghausen,Mittelfranken,Bayern,Germany,12.8311,48.1726,Western Europe
1670,1600,1,0,Aichach,Mittelfranken,Bayern,Germany,11.136,48.4577,Western Europe
1670,1600,1,0,Friedberg,Mittelfranken,Bayern,Germany,10.9865,48.356,Western Europe
1670,1600,1,0,Mitterfels,Mittelfranken,Bayern,Germany,12.6804,48.976,Western Europe
1670,1600,1,1,Mitterfels,Mittelfranken,Bayern,Germany,12.6804,48.976,Western Europe
1670,1600,1,0,Bad Reichenhall,Mittelfranken,Bayern,Germany,12.8816,47.7303,Western Europe
1670,1600,1,0,Weilheim,Mittelfranken,Bayern,Germany,11.1421,47.8407,Western Europe
1670,1600,1,0,Deggendorf,Mittelfranken,Bayern,Germany,12.9575,48.8409,Western Europe
1670,1600,1,0,Weilheim,Mittelfranken,Bayern,Germany,11.1421,47.8407,Western Europe
1670,1600,1,0,Weilheim,Mittelfranken,Bayern,Germany,11.1421,47.8407,Western Europe
1670,1600,1,0,Donauworth,Mittelfranken,Bayern,Germany,10.7778,48.7186,Western Europe
1670,1600,6,1,Landsberg am Lech,Mittelfranken,Bayern,Germany,10.8704,48.0508,Western Europe
1670,1600,1,0,Mering,Schwaben,Bayern,Germany,10.9861,48.2654,Western Europe
1670,1600,1,0,Friedberg,Mittelfranken,Bayern,Germany,10.9865,48.356,Western Europe
1670,1600,1,0,Salzweg,Mittelfranken,Bayern,Germany,13.4851,48.6148,Western Europe
1670,1600,1,0,Burghausen,Mittelfranken,Bayern,Germany,12.8311,48.1726,Western Europe
1670,1600,1,0,Donauworth,Mittelfranken,Bayern,Germany,10.7778,48.7186,Western Europe
1670,1600,1,0,Dachau,Mittelfranken,Bayern,Germany,11.4339,48.263,Western Europe
1670,1600,6,0,Thannhausen,Mittelfranken,Bayern,Germany,10.4675,48.2814,Western Europe
1670,1600,1,0,Friedberg,Mittelfranken,Bayern,Germany,10.9865,48.356,Western Europe
1670,1600,3,0,Traunstein,Mittelfranken,Bayern,Germany,12.6384,47.8678,Western Europe
1670,1600,2,0,Weilheim,Mittelfranken,Bayern,Germany,11.1421,47.8407,Western Europe
1670,1600,1,0,Friedberg,Mittelfranken,Bayern,Germany,10.9865,48.356,Western Europe
1670,1600,1,0,Thannhausen,Mittelfranken,Bayern,Germany,10.4675,48.2814,Western Europe
1670,1600,3,0,Wolfratshausen,Mittelfranken,Bayern,Germany,11.4274,47.9102,Western Europe
1670,1600,1,0,Mainburg,Mittelfranken,Bayern,Germany,11.7817,48.6431,Western Europe
1670,1600,10,0,Dingolfing,Mittelfranken,Bayern,Germany,12.4852,48.6435,Western Europe
1670,1600,2,0,Neustadt an der Donau,Mittelfranken,Bayern,Germany,11.7671,48.803,Western Europe
1670,1600,2,0,Thannhausen,Mittelfranken,Bayern,Germany,10.4675,48.2814,Western Europe
1670,1600,2,0,Bad Tolz,Mittelfranken,Bayern,Germany,11.5652,47.7615,Western Europe
1670,1600,3,0,Burghausen,Mittelfranken,Bayern,Germany,12.8311,48.1726,Western Europe
1670,1600,1,0,Pfaffenhofen,Mittelfranken,Bayern,Germany,11.4977,48.5325,Western Europe
1670,1600,1,0,Abensberg,Mittelfranken,Bayern,Germany,11.8508,48.8177,Western Europe
1670,1600,27,0,Schrobenhausen,Mittelfranken,Bayern,Germany,11.2631,48.5626,Western Europe
1670,1600,1,0,Dachau,Mittelfranken,Bayern,Germany,11.4339,48.263,Western Europe
1670,1600,1,0,Mitterfels,Mittelfranken,Bayern,Germany,12.6804,48.976,Western Europe
1670,1600,2,0,Traunstein,Mittelfranken,Bayern,Germany,12.6384,47.8678,Western Europe
1670,1600,1,0,Trostberg,Mittelfranken,Bayern,Germany,12.5553,48.0252,Western Europe
1670,1600,2,0,Vohburg,Mittelfranken,Bayern,Germany,11.6227,48.766,Western Europe
1680,1600,1,0,Abensberg,Mittelfranken,Bayern,Germany,11.8508,48.8177,Western Europe
1680,1600,3,0,Pfaffenhofen,Mittelfranken,Bayern,Germany,11.4977,48.5325,Western Europe
1680,1600,1,0,Traunstein,Mittelfranken,Bayern,Germany,12.6384,47.8678,Western Europe
1680,1600,6,0,Vohburg,Mittelfranken,Bayern,Germany,11.6227,48.766,Western Europe
1680,1600,1,0,Munich,Mittelfranken,Bayern,Germany,11.582,48.1351,Western Europe
1680,1600,1,0,Bad Reichenhall,Mittelfranken,Bayern,Germany,12.8816,47.7303,Western Europe
1680,1600,1,1,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Western Europe
1680,1600,2,2,Berchtesgaden,Mittelfranken,Bayern,Germany,13.0001,47.6302,Western Europe
1680,1600,4,0,Monheim,Mittelfranken,Bayern,Germany,10.8537,48.8427,Western Europe
1680,1600,1,1,Dachau,Mittelfranken,Bayern,Germany,11.4339,48.263,Western Europe
1680,1600,2,0,Munich,Mittelfranken,Bayern,Germany,11.582,48.1351,Western Europe
1680,1600,1,0,Wemding,Mittelfranken,Bayern,Germany,10.7223,48.8722,Western Europe
1680,1600,1,0,Rain,Mittelfranken,Bayern,Germany,10.9209,48.6902,Western Europe
1680,1600,1,0,Hengersberg,Mittelfranken,Bayern,Germany,13.0554,48.7703,Western Europe
1680,1600,3,1,Muhldorf,Mittelfranken,Bayern,Germany,12.522,48.2458,Western Europe
1680,1600,2,1,Lindau,Mittelfranken,Bayern,Germany,9.67893,47.5798,Western Europe
1680,1600,1,0,Barnstein,Schwaben,Bayern,Germany,10.5355,47.7059,Western Europe
1680,1600,2,0,Tittmoning,Mittelfranken,Bayern,Germany,12.7689,48.0581,Western Europe
1680,1600,1,0,Laufen,Mittelfranken,Bayern,Germany,12.9301,47.9347,Western Europe
1680,1600,5,5,Burghausen,Mittelfranken,Bayern,Germany,12.8311,48.1726,Western Europe
1680,1600,1,0,Mindelheim,Mittelfranken,Bayern,Germany,10.4949,48.0462,Western Europe
1680,1600,4,3,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Western Europe
1680,1600,2,0,Weitnau,Mittelfranken,Bayern,Germany,10.1258,47.6407,Western Europe
1680,1600,4,4,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Western Europe
1680,1600,2,2,Hemau,Mittelfranken,Bayern,Germany,11.7833,49.0534,Western Europe
1680,1600,1,0,Burglengenfeld,Mittelfranken,Bayern,Germany,12.0417,49.2066,Western Europe
1680,1600,1,0,Regenstauf,Mittelfranken,Bayern,Germany,12.1304,49.1218,Western Europe
1680,1600,1,1,Hilpoltstein,Mittelfranken,Bayern,Germany,11.1886,49.1891,Western Europe
1680,1600,1,0,Hemau,Mittelfranken,Bayern,Germany,11.7833,49.0534,Western Europe
1680,1600,1,1,Moosburg,Mittelfranken,Bayern,Germany,11.9359,48.4702,Western Europe
1680,1600,1,0,Kempten,Mittelfranken,Bayern,Germany,10.3158,47.7286,Western Europe
1680,1600,1,0,Rain,Mittelfranken,Bayern,Germany,10.9209,48.6902,Western Europe
1680,1600,2,0,Augsburg,Mittelfranken,Bayern,Germany,10.8978,48.3705,Western Europe
1680,1600,19,0,Regensburg,Mittelfranken,Bayern,Germany,12.1016,49.0134,Western Europe
1680,1600,2,0,Burghausen,Mittelfranken,Bayern,Germany,12.8311,48.1726,Western Europe
1680,1600,2,0,Munich,Mittelfranken,Bayern,Germany,11.582,48.1351,Western Europe
1680,1600,2,0,Vohburg,Mittelfranken,Bayern,Germany,11.6227,48.766,Western Europe
1680,1600,4,0,Traunstein,Mittelfranken,Bayern,Germany,12.6384,47.8678,Western Europe
1680,1600,1,0,Pfaffenhofen,Mittelfranken,Bayern,Germany,11.4977,48.5325,Western Europe
1680,1600,1,0,Pfaffenhofen,Mittelfranken,Bayern,Germany,11.4977,48.5325,Western Europe
1680,1600,1,0,Kranzberg,Mittelfranken,Bayern,Germany,11.6194,48.4063,Western Europe
1680,1600,12,0,Mitterfels,Mittelfranken,Bayern,Germany,12.6804,48.976,Western Europe
1680,1600,1,0,Thannhausen,Mittelfranken,Bayern,Germany,10.4675,48.2814,Western Europe
1680,1600,1,0,Weilheim,Mittelfranken,Bayern,Germany,11.1421,47.8407,Western Europe
1680,1600,1,0,Thannhausen,Mittelfranken,Bayern,Germany,10.4675,48.2814,Western Europe
1680,1600,1,0,Dachau,Mittelfranken,Bayern,Germany,11.4339,48.263,Western Europe
1680,1600,1,0,Weilheim,Mittelfranken,Bayern,Germany,11.1421,47.8407,Western Europe
1680,1600,1,0,Friedberg,Mittelfranken,Bayern,Germany,10.9865,48.356,Western Europe
1680,1600,1,0,Landsberg am Lech,Mittelfranken,Bayern,Germany,10.8704,48.0508,Western Europe
1680,1600,1,0,Vohburg,Mittelfranken,Bayern,Germany,11.6227,48.766,Western Europe
1680,1600,1,0,Schrobenhausen,Mittelfranken,Bayern,Germany,11.2631,48.5626,Western Europe
1680,1600,1,0,Rain,Mittelfranken,Bayern,Germany,10.9209,48.6902,Western Europe
1680,1600,1,0,Pfaffenhofen,Mittelfranken,Bayern,Germany,11.4977,48.5325,Western Europe
1680,1600,3,3,Mitterfels,Mittelfranken,Bayern,Germany,12.6804,48.976,Western Europe
1680,1600,1,0,Pfaffenhofen,Mittelfranken,Bayern,Germany,11.4977,48.5325,Western Europe
1680,1600,1,0,Landsberg am Lech,Mittelfranken,Bayern,Germany,10.8704,48.0508,Western Europe
1680,1600,1,0,Weilheim,Mittelfranken,Bayern,Germany,11.1421,47.8407,Western Europe
1680,1600,5,0,Mitterfels,Mittelfranken,Bayern,Germany,12.6804,48.976,Western Europe
1680,1600,3,0,Rain,Mittelfranken,Bayern,Germany,10.9209,48.6902,Western Europe
1680,1600,1,0,Pfaffenhofen,Mittelfranken,Bayern,Germany,11.4977,48.5325,Western Europe
1680,1600,1,0,Weilheim,Mittelfranken,Bayern,Germany,11.1421,47.8407,Western Europe
1680,1600,1,0,Vohburg,Mittelfranken,Bayern,Germany,11.6227,48.766,Western Europe
1680,1600,4,0,Mitterfels,Mittelfranken,Bayern,Germany,12.6804,48.976,Western Europe
1680,1600,1,0,Weilheim,Mittelfranken,Bayern,Germany,11.1421,47.8407,Western Europe
1680,1600,1,0,Kranzberg,Mittelfranken,Bayern,Germany,11.6194,48.4063,Western Europe
1680,1600,5,0,Dachau,Mittelfranken,Bayern,Germany,11.4339,48.263,Western Europe
1680,1600,1,0,Mindelheim,Mittelfranken,Bayern,Germany,10.4949,48.0462,Western Europe
1680,1600,1,0,Dachau,Mittelfranken,Bayern,Germany,11.4339,48.263,Western Europe
1680,1600,4,0,Schrobenhausen,Mittelfranken,Bayern,Germany,11.2631,48.5626,Western Europe
1680,1600,1,0,Rosenheim,Mittelfranken,Bayern,Germany,12.1181,47.8571,Western Europe
1680,1600,2,0,Rain,Mittelfranken,Bayern,Germany,10.9209,48.6902,Western Europe
1680,1600,1,0,Aichach,Mittelfranken,Bayern,Germany,11.136,48.4577,Western Europe
1680,1600,7,0,Bad Aibling,Mittelfranken,Bayern,Germany,12.0093,47.864,Western Europe
1680,1600,1,0,Pfaffenhofen,Mittelfranken,Bayern,Germany,11.4977,48.5325,Western Europe
1680,1600,1,0,Bad Tolz,Mittelfranken,Bayern,Germany,11.5652,47.7615,Western Europe
1680,1600,3,0,Kirchberg,Mittelfranken,Bayern,Germany,13.1822,48.8982,Western Europe
1680,1600,1,0,Mitterfels,Mittelfranken,Bayern,Germany,12.6804,48.976,Western Europe
1680,1600,2,0,Wolfratshausen,Mittelfranken,Bayern,Germany,11.4274,47.9102,Western Europe
1680,1600,1,0,Friedberg,Mittelfranken,Bayern,Germany,10.9865,48.356,Western Europe
1680,1600,1,0,Turkheim,Mittelfranken,Bayern,Germany,10.6428,48.0616,Western Europe
1680,1600,1,0,Landshut,Mittelfranken,Bayern,Germany,12.1469,48.5442,Western Europe
